title,artist,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,sentiment
Shake up Christmas 2011 (Official Coca-Cola Christmas Song),Natasha Bedingfield,2011,0.614,0.754,0,-6.83,1,0.00176,0.00625,0.453,0.685,82.009,226586,"[00:08.59]shake up the happiness
[00:11.17]wake up the happiness
[00:14.79]it's christmas time
[00:16.28]
[00:19.05]there's a story that i was told
[00:21.88]and i wanna tell the world before i get too old
[00:25.02]and don't remember it so let's december it
[00:27.84]and reassemble it, oh yeah
[00:30.24]
[00:30.88]once upon a time in a town like this
[00:33.62]a little girl made a great big wish
[00:36.35]to fill the world full of happiness
[00:39.09]and be on santa's magic list
[00:41.83]
[00:42.48]shake it up
[00:43.47]shake up the happiness
[00:45.56]wake it up
[00:46.40]wake up the happiness
[00:48.46]come on y'all
[00:49.79]it's christmas time
[00:51.80]
[00:54.36]shake it up
[00:55.08]shake up the happiness
[00:56.60]wake it up
[00:57.44]wake up the happiness
[00:59.31]come on y'all
[01:01.48]it's christmas time
[01:03.00]
[01:14.74]at the same time miles away
[01:17.36]a little boy made a wish that day
[01:20.41]that the world would be ok
[01:23.49]and santa claus would hear him say:
[01:25.74]i got dreams and i got love
[01:28.48]i got my feet on the ground
[01:30.65]and family above
[01:31.90]can you send some happiness
[01:33.69]with my best to the rest of the people
[01:36.36]of the east and the west and
[01:38.41]maybe every once in a while
[01:40.96]give my grandma a reason to smile
[01:43.85]tis the season of smile
[01:46.34]it's cold but we'll be freezing in style
[01:49.95]let me meet a girl one day
[01:52.31]that wants to spread some love this way
[01:55.54]we can let our souls run free and
[01:58.51]she can open some happiness with me
[02:01.27]
[02:01.59]shake it up
[02:02.59]shake up the happiness
[02:04.60]wake it up
[02:05.25]wake up the happiness
[02:07.54]come on y'all
[02:08.83]it's christmas time
[02:11.15]
[02:11.76]shake it up
[02:12.71]shake up the happiness
[02:14.27]wake it up
[02:16.41]wake up the happiness
[02:19.22]come on y'all
[02:20.63]it's christmas time
[02:22.53]
[02:23.45]i know you're out there
[02:26.34]i hear your reindeer
[02:29.57]i see the snow where
[02:32.31]your boots have been
[02:35.21]i'm gonna show them
[02:38.08]so they will know then
[02:40.97]their love will grow
[02:43.46]when they believe again.
[02:45.90]
[02:48.49]shake it up
[02:49.42]shake up the happiness
[02:51.46]wake it up
[02:52.18]wake up the happiness
[02:54.35]come on y'all
[02:55.56]it's christmas time
[02:57.35]
[02:58.60]shake it up
[03:00.61]shake up the happiness
[03:03.56]wake it up
[03:04.19]wake up the happiness
[03:06.13]come on y'all
[03:07.35]it's christmas time
[03:08.83]
[03:09.02]shake it up
[03:09.70]shake up the happiness
[03:11.75]wake it up
[03:12.52]wake up the happiness
[03:14.80]come on y'all
[03:16.05]it's christmas time
[03:17.81]
[03:18.34]shake it up
[03:20.59]shake up the happiness
[03:23.56]wake it up
[03:24.43]wake up the happiness
[03:26.68]come on y'all
[03:28.05]it's christmas time
[03:29.95]",happy
Happily Never After,The Pussycat Dolls,2008,0.528,0.716,8,-5.242,1,0.155,0.0,0.101,0.404,153.003,288973,"[00:13.56]""I don't think I want this anymore,""
[00:20.01]As she drops the ring to the floor
[00:26.10]She says to herself, ""You've left before,"" (yeah)
[00:32.41]""This time you will stay gone, that's for sure."" (yeah)
[00:37.88]
[00:38.43]And he shouted something as
[00:41.42]She dragged her suitcase down the path
[00:44.54]To the driveway
[00:47.73]She had never gone that far
[00:50.43]
[00:50.76]Normally this would be
[00:52.75]The time that she
[00:54.24]Would let him talk her out of leaving
[00:57.29]But this time, without crying,
[01:00.41]As she got into her car, she said,
[01:03.58]
[01:03.79]""No
[01:05.38]'Happily Never After'
[01:10.10]That just ain't for me
[01:13.14]Because finally
[01:15.96]I know
[01:17.88]I deserve better, after all (ooooh)
[01:26.64]I'll never let another teardrop fall."" (FaLl)
[01:30.51]
[01:35.51]As she drove away she starts to smile, yeah
[01:41.45]Realized she hadn't for a while
[01:47.93]No destination, she drove for miles
[01:53.97]Wondering why she stayed in such denial
[01:58.05]
[01:58.36]She was laughing about the way he shouted something as
[02:02.21](shouted something as)
[02:03.16]She dragged her suitcase down the path
[02:06.05]To the driveway (to the driveway),
[02:09.34]She had never gone that far (oh, no)
[02:12.02]
[02:12.40]Normally this would be, the time that she (yeah)
[02:15.94]Would let him talk her out of leaving,
[02:18.84]But this time, without crying,
[02:22.00]As she got into her car, she said
[02:25.31]
[02:25.54]""No
[02:26.92]'Happily Never After'
[02:31.39]That just ain't for me
[02:34.13](that just ain't for me)
[02:34.53]Because finally,
[02:37.31]I know I deserve better
[02:42.52]After all
[02:44.92](that just ain't for me, yeah, yeah yeah, yeah)
[02:48.15]I'll never let another teardrop fall.""
[02:51.38]
[02:51.83]I'm done, I'm done, said I'm so done, (so done, yeah)
[02:57.05]I'm free, I'm free, so free
[03:00.30]Free to feel the way I feel, yeah.
[03:03.71]
[03:03.91]She inhales a breath she'd never breathed before
[03:09.66]Don't want no drama no more.
[03:14.34]
[03:14.72]'Cause she says "" No
[03:17.17]'Happily Never After' (after)
[03:23.68]That just ain't for me"" (oh, oh)
[03:27.51]
[03:27.90]""I know (I know)
[03:30.16]I deserve, after all (ooooh/Don't wanna be/breathe)
[03:38.57]I know I'll never let another teardrop fall""
[03:41.37](I'm done, I'm done)
[03:43.17]""No
[03:44.58]'Happily Never After' (so done)
[03:47.56](I'm free, I, free)
[03:49.46]That just ain't for me"" (that just ain't for me)
[03:51.27]because finally,
[03:52.78]I know (I'm done, I'm done) I deserve better (so done), after all
[04:00.17](I'm free, I'm free)/(ooooooooo)
[04:03.36]I'll never let another teardrop fall""
[04:06.49]
[04:06.93](trailing vocals, ""I'm done, ""I'm done"" ""I'm done"",
[04:12.34]""I'm done, so done, so done"")
[04:16.11]Said I'm done, I'm done, I'm done
[04:18.13]
",sad
Holiday,Green Day,2017,0.552,0.89,8,-3.409,1,0.000143,0.0,0.888,0.716,146.525,232680,"[00:20.33]Hear the sound of the falling rain
[00:23.72]Coming down like an Armageddon plague (Hey!)
[00:27.26]The shame, the ones who die without a name
[00:31.89]
[00:33.36]Hear the dogs howlin' out of key
[00:36.73]To a hymn called ""Faith and Misery""
[00:40.18]A blead, the company lost the war today
[00:45.21]
[00:46.51]I beg to dream and differ from the hollow lies
[00:52.83]This is the dawning of the rest of our lives
[00:59.74]On holiday
[01:04.09]
[01:07.82]There's a drum pounding out of time(
[01:11.01]Another protestor has crossed the line (Hey!)
[01:14.69]To find the money's on the other side
[01:19.42]
[01:20.94]Can I get another Amen (Amen)
[01:24.27]There's a flag wrapped around the score of men (HEY!)
[01:27.72]A gag, A plastic bag on a monument
[01:32.56]
[01:33.95]I beg to dream and differ from the hollow lies
[01:40.36]This is the dawning of the rest of our lives
[01:47.19]On holiday
[01:49.20]
[02:26.13]""The representative from California has the floor""
[02:31.39]""Zieg heil"" to the president gasbag
[02:34.73]Bombs away is your punishment
[02:37.92]Pulverize the Eiffel tower
[02:40.87]who criticize your government
[02:44.23]Bang bang goes the broken glass 
[02:47.70]Kill all the fags that don't agree
[02:50.97]Trials by fires, setting fire
[02:53.92]Thats not a way that's meant for me
[02:57.61]Just cause,Just cause because were outlaws yeah!
[03:04.02]I beg to dream and differ from the hollow lies
[03:10.71]This is the dawning of the rest of our lives
[03:17.25]I beg to dream and differ from the hollow lies
[03:23.81]This is the dawning of the rest of our lives
[03:32.06]This is our lives on holiday
[03:43.34]",angry
Back To December,Taylor Swift,2010,0.529,0.67,2,-4.663,1,0.117,0.0,0.334,0.286,141.893,293026,"[00:14.53]I'm so glad you made time to see me
[00:18.12]How's life? Tell me how's your family
[00:21.75]I haven't seen them in a while
[00:28.02]You've been good, busier than ever
[00:31.77]Small talk, work and the weather
[00:35.37]Your guard is up and I know why
[00:41.56]Because the last time you saw me
[00:44.60]is still burned in the back of your mind
[00:47.78]You gave me roses and I left them there to die
[00:54.21]So this is me swallowing my pride standing in
[00:58.44]front of you saying I'm sorry for that night
[01:03.73]And I go back to December all the time
[01:08.38]It turns out freedom ain't nothin but missin you
[01:11.97]Wishin I'd realized what I had when you were mine
[01:17.59]I go back to December turn around and make it all right
[01:24.52]I go back to December all the time
[01:30.39]
[01:42.64]These days I haven't been sleepin
[01:46.29]Stayin up playing back myself leavin
[01:49.14]When your birthday passed and I didn't call
[01:55.66]Then I think about summer all the beautiful times
[01:59.30]I watched you laughin from the passenger side
[02:02.45]And realized I loved you in the fall
[02:09.43]And then the cold came the dark days
[02:12.85]when fear crept into my mind
[02:15.39]You gave me all your lovin all I gave you was goodbye
[02:21.18]
[02:22.33]So this is me swallowing my pride standing in
[02:26.97]front of you saying I'm sorry for that night
[02:31.50]And I go back to December all the time
[02:36.35]It turns out freedom ain't nothin but missin you
[02:40.48]Wishin I'd realized what I had when you were mine
[02:45.22]I go back to December turn around and change my own mind
[02:52.21]I go back to December all the time
[02:58.00]
[03:09.35]I miss your tan skin, your sweet smile
[03:13.25]So good to me so right
[03:16.19]And how you held me in your arms that September night
[03:21.06]The first time you ever saw me cry
[03:24.65]Maybe this is wishful thinkin
[03:27.74]Probably mindless dreamin
[03:30.93]If we loved again I swear I'd love you right
[03:36.95]I'd go back in time and change it but I can't
[03:43.38]So if the chain is on your door I understand
[03:50.00]
[03:51.03]This is me swallowing my pride standing in
[03:54.46]front of you saying I'm sorry for that night
[03:59.65]And I go back to December
[04:04.40]It turns out freedom ain't nothin but missin you
[04:07.59]Wishin I'd realized what I had when you were mine
[04:13.77]I go back to December turn around and make it all right
[04:20.25]I go back to December turn around and change my own mind
[04:27.14]I go back to December all the time
[04:32.67]
[04:37.33]all the time
[04:42.28]
",sad
No Tears,James Blunt,2010,0.549,0.518,7,-7.306,0,0.0772,1.31e-06,0.0958,0.227,135.056,229693,"[00:13.65]Don't I know it?
[00:16.15]Nobody has to say
[00:20.65]I've been lucky.
[00:23.26]Guess I was born that way.
[00:27.46]I think my father his absence has made me strong.
[00:34.47]Then I love my mother but she had troubles with God.
[00:42.06]No tears
[00:44.03]
[00:45.67]For the life that you led
[00:48.93]You had angels in your head
[00:53.60]Did you hear them singing in the air?
[01:00.03]All the things that you've seen
[01:03.58]All the things that could have been
[01:07.49]Will I've been everything I want to be?
[01:11.70]
[01:14.15]So, no tears, no tears for me
[01:21.64]
[01:25.98]Yeah, I've bathed in sunshine
[01:29.02]but cherish the fading light
[01:33.16]And I heard my heartbeat falter
[01:36.47]on a winter's night
[01:40.33]I loved a woman but she didn't hear my prayers
[01:47.81]So Lord, oh Lord, I'm yours
[01:55.03]No tears
[01:56.87]
[01:58.49]For the life that you led
[02:01.85]You had angels in your head
[02:06.32]Did you hear them singing in the air?
[02:12.80]All the things that i do  seen
[02:16.35]All the things that could have been
[02:20.36]Will I've been everything I want to be?
[02:24.67]
[02:26.94]So, no tears, no tears
[02:33.60]Cause someone's somewhere going home tonight
[02:40.61]Trying to understand the sacrifice
[02:47.53]So save your tears for those left behind
[02:53.89]
[02:55.36]For the life that you led
[02:58.83]You had angels in your head
[03:03.18]Did you hear them singing in the air?
[03:09.63]All the things that i do seen
[03:13.23]All the things that could have been
[03:17.20]Will I've been everything I want to be?
[03:21.15]
[03:23.92]So, no tears, no tears, no tears for me
[03:36.02]
",sad
Get Lucky,Dragonette,2007,0.668,0.598,6,-7.11,1,0.311,0.563,0.0858,0.793,74.995,185920,"[00:12.27]Sometimes the sun shines on us
[00:18.94]Sometimes the rain goes and a rainbow’s all that’s left
[00:25.34]We got lucky, hey, didn’t we, baby?
[00:33.29]
[00:34.67]‘Cause I like your head on my shoulder
[00:41.03]I like the way you smile, the way you smile oh oh
[00:47.53]We both think the weather’s getting better
[00:53.59]So let’s get lucky, let’s go all the way
[00:59.11]
[01:03.45]I found you seaside in the fog
[01:09.91]I hadn’t tried a lot of looking for anything at all
[01:16.45]The cloud cover of fog
[01:19.74]All the hearts I'm gonna' love in the morning
[01:25.51]
[01:26.37]And I like my head on your shoulder
[01:32.04]I like the way you smile, the way you smile oh oh
[01:38.71]And we both think the weather’s getting better
[01:45.01]So let’s get lucky, let’s go all the way
[01:50.19]
[01:51.55]All the way, get lucky
[01:55.02]The weatherman says it’s wet and cloudy
[01:58.16]Stay indoors, sit out the storm
[02:01.26]It looks like this might be a quickie
[02:04.19]
[02:05.11]Hey handsome, we got it good
[02:10.60]Hey mister, we gone and done it
[02:14.04]Just because we could
[02:17.16]Because it’s cloudy out there
[02:20.68]Staying in like we should
[02:25.93]
[02:26.81]‘Cause I like your head on my shoulder
[02:32.62]Me I like the way you smile, the way you smile oh oh
[02:39.40]And we both know the weather will get better
[02:45.10]So let’s get lucky, let’s go all the way
[02:51.81]Let’s get lucky, come on, go all the way
[02:58.65]
",happy
The Surrender,Limp Bizkit,2005,0.417,0.267,7,-13.768,1,0.768,0.0941,0.183,0.0508,98.068,237906,"[00:27.70]Don't label me a monster
[00:33.66]I'm a monster just like you
[00:37.59]Don't label me a victim
[00:43.27]Cause I'm a victim just like you
[00:53.40]I'm a victim just like you
[00:57.10]
[01:07.03]When your heart aches
[01:12.50]You can know that mine aches too
[01:16.71]And when you run away
[01:23.09]I run away like you
[01:32.89]I run away like you, I do
[01:40.66]
[01:50.81]But you know theres a part of me
[01:56.63]that will always let you down
[02:00.54]And you know theres a part of me
[02:06.34]that will always make you cry
[02:10.29]And you know theres a part of me
[02:16.24]that just wont let you die
[02:21.05]Inside cause I surrender
[02:26.05]
[02:33.45]I surrender into you, I do
[02:42.48]Keep surrendering to you, I do, I do
[02:52.19]I surrender just for you, for yes
[03:00.47]
",angry
It Gets Better,fun.,2012,0.491,0.907,9,-5.035,0,4.77e-05,0.0,0.0731,0.572,170.03,216146,"[00:06.15]What have we done, oh my god
[00:11.74]What have we done, oh my god
[00:17.63]
[00:28.07]This is really happening
[00:35.06]You never looked so bored
[00:39.30]Can you feel my fingernails?
[00:46.31]They've never been so short
[00:48.82]
[00:50.50]It's hard to lay a golden egg
[00:53.30]with everyone around
[00:56.14]It's hard to stay inside my head
[00:58.90]when words keep pouring out
[01:01.92]
[01:02.97]Like starlight crashing through the room,
[01:06.86]we'll lose our feathers
[01:09.28]Yes, I know it hurts at first but it gets better
[01:14.91]It gets better, it gets better
[01:17.59]It gets better, we'll get better
[01:20.45]It gets better, it gets better
[01:23.30]It gets better, we'll get better
[01:26.14]
[01:37.28]I can taste your summer sweat
[01:44.26]It's never been so warm
[01:48.32]So can we kick the covers off?
[01:52.70]They're always on
[01:55.46]It's never been so warm
[01:58.14]
[01:59.71]It's hard to keep a straight face
[02:02.51]when I just wanna smile
[02:05.35]If you could see the look that's in your eyes
[02:11.34]
[02:12.12]Like starlight crashing through the room,
[02:16.14]we'll lose our feathers
[02:18.36]Yes, I know it hurts at first but it gets better
[02:23.89]It gets better, it gets better
[02:26.77]It gets better, we'll get better
[02:29.60]It gets better, it gets better
[02:32.40]It gets better, we'll get better
[02:35.37]
[02:36.01]There's a fire in sky
[02:39.07]Some snow on the ground
[02:41.89]Not quite enough cigarettes
[02:45.41]To calm me down
[02:46.65]
[02:58.52]What have we done, oh my god
[03:03.98]What have we done, oh my god
[03:09.19]It gets better, it gets better
[03:12.02]It gets better, we'll get better
[03:14.87]It gets better, it gets better
[03:17.68]It gets better, we'll get better
[03:20.45]It gets better, it gets better (This is really)
[03:23.26]It gets better, we'll get better (happening)
[03:26.09]It gets better, it gets better (This is really)
[03:28.82]It gets better, we'll get better (happening)
[03:31.99]
",happy
Half Life,Imogen Heap,2009,0.674,0.126,1,-16.865,1,0.958,2.26e-05,0.355,0.346,109.827,241746,"[00:05.11]I knew that I'd get like this again
[00:09.46]That's why I try to keep at bay
[00:13.79]Be a hundred percent
[00:15.78]when I'm with you and then
[00:17.83]A perfect heart's length away
[00:21.47]
[00:22.09]The stickler is you've played
[00:24.33]not one beat wrong
[00:26.51]You never promised me anything
[00:30.92]Even sat me down,
[00:33.13]warned me just how they fall
[00:35.24]And I knew the odds were I'd never win
[00:38.84]And here I am
[00:43.20]It's a half life
[00:47.64]with you as my quarterback
[00:51.99]A daft life
[00:56.84]
[00:57.31]My self-worth measured in text back tempo
[01:01.67]It's been 2 days and 8 minutes too slow
[01:06.02]There may well be others
[01:07.79]but I still like to pretend
[01:09.78]that I'm the one you
[01:11.40]really want to grow old with
[01:14.44]You've got a schedule to stick to
[01:16.77]Got a world to keep sweet
[01:19.01]It's so much to everyone all the time
[01:23.58]Will you ever slow down?
[01:25.66]Will I ever come first?
[01:27.75]The universe contracts decide
[01:31.20]
[01:35.62]It's a half life
[01:39.88]With you as my quarterback
[01:44.33]A daft life
[01:52.88]It's a half life
[01:57.23]With you as my quarterback
[02:01.89]A daft life
[02:06.83]
[02:41.45]You know you'll never be lonely
[02:43.78]You know you'll always be loved
[02:46.17]And maybe you'll never need more than that
[02:51.02]Of the sad place that loves,
[02:53.01]what's to become of us?
[02:55.06]Does it even register on your conscience?
[02:59.42]Along for one last showdown
[03:02.06]From a box in the crowd,
[03:04.02]air compressed tight to explode
[03:08.47]I'm clenching my ticket to the only way out
[03:12.45]As you disappear in a puff of smoke
[03:16.25]
[03:22.47]It's a half life
[03:27.01]With you as my quarterback
[03:31.33]A daft life
[03:37.68]
",sad
Falling Up,John Hiatt,1983,0.65,0.72,4,-11.902,0,0.0356,0.564,0.0902,0.949,105.56,216066,"[00:08.83]Yeah yeah.. oh hmm
[00:24.68]I don't know how
[00:26.17]I don't know why
[00:28.09]But girl it seems
[00:29.84]You've touched my life
[00:31.55]You're in my dreams
[00:33.34]You're in my heart
[00:35.03]I'm by myself
[00:36.78]When we're apart
[00:38.22]Something strange has come over me
[00:40.90]A raging wind across my seas
[00:44.70]And girl you know that your eyes are to blame
[00:52.07]And what am I supposed to do
[00:55.47]If I can't get over you
[00:59.05]I come to find that you don't feel the same
[01:04.58]Cause I'm fallin' fallin'
[01:09.67]Girl I'm fallin' for you
[01:12.79]And I pray your fallin' too
[01:19.68]I've been fallin' fallin'
[01:23.79]Ever since the moment I laid eyes on you
[01:30.87]( fallin'  fallin')
[01:43.66]I loose my step
[01:45.59]I loose my ground
[01:47.49]I loose my self
[01:49.07]When you're around
[01:50.93]I'm holding on for my life
[01:54.39]To keep from drowning in your eyes
[01:57.83]Girl what have you done to me
[02:00.62]To make me fall so desperately
[02:04.13]To think that I don't even know your  name
[02:09.73]No, no
[02:10.80]How am I supposed to live
[02:14.86]If I can't get over this
[02:18.35]You decide you don't feel the same
[02:24.00]Cause I'm fallin' fallin'
[02:28.81]Girl I'm fallin' for you
[02:32.02]And I pray your fallin' too
[02:38.23]I've been fallin' fallin'
[02:44.81]Will you stay or will you go
[02:47.02]Heaven, heaven knows what my future holds
[02:50.31]Questions, questions linger on my mind
[02:53.83]Day break from day break to dark of night
[02:57.35]I'm fallin' I don't know what's come over me
[03:00.78]Can't you see that I'm fallin' fallin'
[03:07.58]Girl I'm fallin' for you
[03:10.94]And I pray your fallin' too
[03:16.26]I've been fallin' fallin'
[03:21.81]Ever since the moment I laid eyes on you
",happy
All Messed Up,Sum 41,2002,0.443,0.935,4,-3.921,1,0.000623,0.000644,0.332,0.877,188.043,164600,"[00:12.55]Another day wasted out of time
[00:14.69]I can't get out of this
[00:16.03]Altered state of mind
[00:17.41]I'm going overboard
[00:18.75]My conscience meets decline
[00:20.14]Into reality
[00:22.26]I know this can't be fine
[00:24.50]Cause I'm all messed up
[00:26.68]Making prefect nonsense
[00:28.57]Drowning in my doubt too well
[00:32.66]Cause I'm all messed up
[00:34.50]Going nowhere fast but circles in my mind
[00:38.45]So blind
[00:44.59]Who are these voices in my head
[00:46.66]I can't go on like this
[00:47.94]Living like the dead
[00:49.33]I haven't slept so long
[00:50.63]Feeling sad I dread
[00:51.98]I'm talking to myself
[00:53.13]Forgot what I just said
[00:56.32]Cause I'm all messed up
[00:58.52]Making prefect nonsense
[01:00.49]Drowning in my doubt too well
[01:04.01]Cause I'm all messed up
[01:06.32]Going nowhere fast but circles in my mind
[01:10.33]So blind
[01:16.49]Well I hold my only enemy as closely as a friend
[01:21.65]And I sold my own reality to further my descent
[01:26.95]Self-destruction taking over it's so easy to pretend
[01:31.83]Introduction to this nightmare may never end
[02:02.40]Can anyone help me drag my heels
[02:04.67]I'm running overtime
[02:05.73]I can't hold down my meals
[02:07.38]My mind is racing by
[02:08.43]Staring blankly feels
[02:10.71]Like pulling out my teeth
[02:11.77]While this engine winds
[02:15.00]Cause I'm all messed up
[02:16.77]Making prefect nonsense
[02:19.53]Drowning in my doubt too well
[02:22.36]Cause I'm all messed up
[02:24.51]Going nowhere fast but circles in my mind
[02:28.35]So blind
",angry
Lonely Enough,Little Big Town,2007,0.518,0.57,8,-7.911,0,0.593,2.41e-05,0.0965,0.331,88.998,262986,"[00:23.18]Its been a long time since ive prayed
[00:25.56]Let the words fall where they may
[00:28.75]Forive me now for what im about to say
[00:34.31]Tired of being on my knees
[00:36.12]Sick of begging you please
[00:39.37]Since the day you took him away from me
[00:44.50]God, how much more do i have to hurt
[00:49.87]How far down do you wanna see me go tell me
[00:55.31]God, you dont know the sadness of this place
[01:01.00]You got the angels and the saints
[01:03.56]So give me back my love love
[01:14.87]Dont you think im looooo lonely enough
[01:28.12]You got the power in your hands
[01:30.68]To change the master plan
[01:33.06]Every star and every grain of sand
[01:38.43]You keep bringing back the dead
[01:41.56]Just roll the stone away
[01:44.18]Before theres nothing left of me to say
[01:49.12]God, how much more do i have to hurt
[01:54.62]How far down do you wanna see me go tell me
[02:00.06]God, you dont know the sadness of this place
[02:05.68]Show me amazing grace
[02:08.43]And give me back my love love
[02:17.62]
[02:19.81]Dont you think im lonely enough
[02:23.62]
[03:23.71]Wont you give me back ym love
[03:35.34]Dont you think im lonely enough
[03:47.46]Oooooooooohoooooooooooooooohoooooooooooooooooooh
[03:48.53]Ooooooooooooooooohooooohooooooooooohoooooooooooh
[04:07.47]Dont you think im lonely enough
",sad
How Could I,Marc Anthony,1999,0.481,0.558,8,-5.96,0,0.789,0.0,0.125,0.184,109.737,266773,"[00:10.69]Oh...Ummm...
[00:20.93]It was a coldest day in December
[00:29.63]A day I always will remember
[00:38.80]I looked into your eyes
[00:41.84]And faced my deepest fear
[00:46.13]I had drifted too far
[00:51.07]Far from you my dear
[00:53.86]So how could I
[00:59.46]Turn away from the one I love
[01:03.04]How could I
[01:08.11]When I know what my heart's made of
[01:11.81]Could it be
[01:16.63]That your soul lives inside of me
[01:21.13]How could I ever say good-bye
[01:31.52]Why was I so afraid to tell her
[01:39.67]That for her I would fight a thousand soldiers
[01:48.44]But just like an angry child
[01:51.50]I kept my feelings locked inside
[01:56.14]There were rivers of tears
[02:00.75]Flowing from her eyes
[02:03.73]So how could I
[02:09.43]Turn away from the one I love
[02:12.82]How could I
[02:17.83]When I know what my heart's made of
[02:21.70]Could it be
[02:26.52]That your soul lives inside of me
[02:30.92]How could I ever say good-bye
[02:39.63]How could I ever say good-bye
[02:47.09]
[03:06.55]When you fall in love
[03:09.19]You never know how long it lasts
[03:14.34]But the one thing I know in my heart
[03:18.34]Is that I was fading much too fast
[03:22.56]So how could I
[03:27.92]Turn away from the one I love
[03:31.57]How could I (could I)
[03:36.36]When I know what my heart's made of
[03:40.12]Could it be
[03:44.87]That your soul lives inside of me
[03:49.58]How could I ever say good-bye
[03:58.81]How could I ever say good-bye
[04:08.90]How could I ever say good-bye
[04:18.98]
",sad
Pancake,Tori Amos,2002,0.592,0.55,2,-9.097,0,0.8,0.00364,0.114,0.573,133.952,234826,"[00:13.79]I'm not sure who's fooling who here
[00:17.16]As I'm watching your decay
[00:20.55]We both know you could deflate
[00:24.58]A 7 hurricane
[00:27.68]Seems like you and your tribe
[00:31.22]Decided you'd rewrite the law
[00:34.78]Segregate the mind
[00:38.88]From Body and from soul
[00:43.46]
[00:45.57]You give me yours
[00:47.26]I'll give you mine
[00:48.87]Cause I can look your God
[00:52.16]Right in the eye
[00:59.68]You give me yours
[01:01.15]I'll give you mine
[01:03.15]You used to look my God
[01:06.36]Right in the eye
[01:10.20]
[01:14.40]I believe in defending
[01:17.72]In what we once
[01:19.87]Stood for
[01:20.87]It seems in vogue
[01:22.72]To be a closet
[01:24.52]Misogynist homophobe
[01:28.14]A change of course in
[01:30.26]Our direction
[01:31.63]A dash of truth
[01:33.07]Spread thinly
[01:42.31]Like a flag
[01:44.47]On a popstar
[01:46.06]On a Benzodiazapene
[01:49.23]You give me yours
[01:51.04]I'll give you mine
[01:52.92]Cause I can look your God
[01:56.19]Right in the eye
[02:03.91]You give me yours
[02:05.10]I'll give you mine
[02:07.16]You used to look my God
[02:10.37]Right in the eye
[02:13.78]
[02:18.89]Oh Zion please
[02:22.14]Remove your glove
[02:26.39]And dispel every trace
[02:33.81]Of His spoken word
[02:38.03]That has lodged
[02:41.30]In my vortex
[02:47.14]
[02:53.82]I'm not sure who's fooling who here
[02:57.12]As I'm watching your decay
[03:00.71]We both know you could deflate
[03:04.78]A 7 hurricane
[03:07.73]You could have spared
[03:09.45]Her - oh but no
[03:11.15]Messiahs need
[03:12.38]People dying in their Name
[03:21.88]You could have spared
[03:23.27]Her - oh but no
[03:25.40]Messiahs need
[03:26.56]People dying in their Name
[03:28.93]You say ""I ordered you a pancake""
[03:36.09]
[03:39.66]You say ""I ordered you a pancake""
[03:50.08]
",angry
Here Without You,3 Doors Down,2002,0.557,0.533,10,-6.817,0,0.0492,0.0,0.205,0.233,143.994,238733,"[00:06.03]A hundred days have made me older
[00:09.58]Since the last time that I saw your pretty face
[00:15.03]
[00:19.29]A thousand lies have made me colder
[00:22.88]And I don't think I can look at this the same
[00:28.65]
[00:34.13]All the miles that separate
[00:40.81]Disappear now when I'm dreamin' of your face
[00:46.00]
[00:47.38]I'm here without you baby
[00:50.72]But you're still on my lonely mind
[00:54.05]I think about you baby and I dream about you all the time
[01:00.69]I'm here without you baby
[01:03.96]But you're still with me in my dreams
[01:09.44]And tonight, there's only you and me.
[01:18.82]
[01:26.45]The miles just keep rollin'
[01:29.29]As the people leave their way to say hello
[01:34.58]
[01:38.69]I've heard this life is overrated
[01:42.49]But I hope that it gets better as we go.
[01:48.22]
[01:53.77]I'm here without you baby
[01:57.08]But you're still on my lonely mind
[02:00.33]I think about you baby and I dream about you all the time
[02:07.07]I'm here without you baby
[02:10.39]But you're still with me in my dreams
[02:15.77]And tonight girl, there's only you and me.
[02:20.68]Everything I know, and anywhere I go
[02:26.95]It gets hard but it won't take away my love
[02:33.59]And when the last one falls, when it's all said and done.
[02:40.73]It gets hard but it won't take away my love
[02:47.43]
[03:03.55]I'm here without you baby
[03:06.72]But you're still on my lonely mind
[03:10.11]I think about you baby and I dream about you all the time
[03:16.72]I'm here without you baby
[03:20.03]But you're still with me in my dreams
[03:25.53]And tonight girl, there's only you and me
[03:35.44]
",sad
