index,id,uri,title,artist,duration_ms,explicit,track_number,release_date,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,mode,tempo,raw_lyrics,sentiment
82,61hmCqoIlTJjcVMMLhcH5n,spotify:track:61hmCqoIlTJjcVMMLhcH5n,Tonight I Wanna Cry,Keith Urban,259506,False,8,2004-01-01,52,0.579,0.385,7,-7.885,0.0256,0.88,2.17e-06,0.164,0.145,1,103.779,"[00:19.88]Alone in this house again tonight
[00:26.17]I got the TV on, 
[00:28.90]the sound turned down and a bottle of wine
[00:35.94]There's pictures of you 
[00:38.29]and I on the walls around me
[00:41.73]The way that it was 
[00:43.57]and could have been surrounds me
[00:46.40]I'll never get over you walkin' away
[00:55.30]
[00:56.79]I've never been the kind to ever 
[01:01.35]let my feelings show
[01:06.06]And I thought that bein' strong meant 
[01:09.38]never losin' your self-control
[01:13.23]But I'm just drunk enough to let got of my pain
[01:17.61]To hell with my pride, let it fall like rain
[01:22.61]From my eyes
[01:25.59]Tonight I wanna cry
[01:30.72]
[01:38.11]Would it help if I turned a sad song on
[01:45.54]""All By Myself"" would sure hit me hard now 
[01:50.41]that you're gone
[01:54.46]Or maybe unfold some old yellow lost love letters
[02:00.31]It's gonna hurt bad before it gets better
[02:04.93]But I'll never get over you by hidin' this way
[02:13.80]
[02:15.46]I've never been the kind to ever 
[02:19.86]let my feelings show
[02:24.68]And I thought that bein' strong meant
[02:27.83]never losin' your self-control
[02:31.45]But I'm just drunk enough to let got of my pain
[02:36.07]To hell with my pride, let it fall like rain
[02:41.10]From my eyes
[02:44.02]Tonight I wanna cry
[02:49.47]
[03:06.17]I've never been the kind to ever 
[03:10.60]let my feelings show
[03:15.49]And I thought that bein' strong meant 
[03:18.86]never losin' your self-control
[03:22.59]But I'm just drunk enough to let got of my pain
[03:26.89]To hell with my pride, let it fall like rain
[03:31.89]From my eyes
[03:39.57]Tonight I wanna cry
[03:44.95]
",relaxed
44,4XEQZ9OqZb6xLxKsFppO3K,spotify:track:4XEQZ9OqZb6xLxKsFppO3K,Shadow,Britney Spears,224880,False,10,2003-11-13,37,0.314,0.66,5,-7.182,0.0439,0.0509,0.0,0.0928,0.239,0,141.121,"[00:11.50]Your body`s warm
[00:12.71]But you are not
[00:15.87]You give a little
[00:17.88]Not A lot
[00:21.26]You coup your love until we kiss
[00:26.03]You`re all I want but not like this
[00:31.47]I`m watching you disappear
[00:35.32]But you, you were never here
[00:38.93]
[03:11.34][03:06.49][02:46.43][01:44.01][00:41.52]It`s only your shadow
[02:48.86][01:46.41][00:43.82]Never yourself
[02:51.30][01:48.80][00:46.51]It`s only your shadow
[03:14.06][02:53.87][01:51.30][00:48.78]Nobody else
[03:16.46][02:56.34][01:53.73][00:51.16]It`s only your shadow
[02:58.89][01:56.27][00:53.81]Filling the room
[03:21.46][03:01.41][01:58.60][00:56.26]Arriving to late
[03:26.39][02:03.64][01:01.70]And leaving too soon
[02:09.07][01:06.47]and leaving too soon
[02:11.95][01:09.80]
[01:13.65]Your body gives
[01:15.25]But then holds back
[01:18.92]?The sun is bright?
[01:20.12]The sky is black
[01:23.74]Can only be another sign
[01:29.05]I can not keep what isn`t mine
[01:33.96]You left ?but still? linger on
[01:37.74]But you, you were almost gone
[03:04.09]no.no.no o
[02:15.51]How can I tell you if you mean what you say?
[02:20.00]You say it so loud but you sound far away
[02:25.24]Maybe I had a just glimpse of your soul
[02:30.15]Was that your shadow I saw on the wall
[02:35.75]
[02:36.46]I`m watching you disappear
[02:40.34]But you, you were never here
[02:44.52]
[03:32.35]Oh
[03:36.67]It`s only your shadow
[03:41.14][03:40.86][03:40.49]
",sad
88,6VsvKPJ4xjVNKpI8VVZ3SV,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,invisible string,Taylor Swift,252880,False,11,2020-07-24,71,0.653,0.452,4,-11.143,0.055,0.838,7.73e-05,0.108,0.45,0,83.433,"[00:21.00]She can’t see the way your eyes
[00:25.33]Light up when you smile
[00:30.78]She’ll never notice how you stop and stare whenever she walks by
[00:40.76]And you can’t see me wantin' you the way you want her
[00:45.87]But you are everything to me
[00:48.60]
[00:49.05]I just wanna show you
[00:51.36]She don’t even know you
[00:53.83]She's never gonna love you like I want to
[00:58.78]And you just see right through me
[01:01.21]If you only knew me
[01:03.90]We could be a beautiful
[01:06.14]Miracle
[01:07.10]Unbelievable
[01:08.83]Instead of just invisible
[01:11.56]
[01:20.89]There’s a fire inside of you
[01:25.22]That can’t help but shine through
[01:30.63]She’s never gonna see the light no matter what you do
[01:40.87]And all I think about is how to make you think of me
[01:45.86]And everything that we could be
[01:48.73]
[01:49.37]I just wanna show you
[01:51.64]She don’t even know you
[01:54.17]Baby, let me love you
[01:56.88]Let me want you
[01:59.14]You just see right through me
[02:01.46]But if you only knew me
[02:04.09]We could be a beautiful
[02:06.42]Miracle
[02:07.17]Unbelievable
[02:08.83]Instead of just invisible
[02:11.79]
[02:14.61]Like shadows in a faded light
[02:19.25]Oh, we’re invisible
[02:25.15]I just wanna open your eyes
[02:29.49]And make you realize
[02:33.82]
[02:34.56]I just wanna show you
[02:36.62]She don’t even know you
[02:38.93]Baby, let me love you
[02:41.60]Let me want you
[02:45.38]You just see right through me
[02:47.70]But if you only knew me
[02:50.28]We could be a beautiful
[02:52.60]Miracle
[02:53.40]Unbelievable
[02:55.17]Instead of just invisible
[03:03.23]
[03:07.10]She can’t see the way your eyes light up when you smile
[03:20.57]
",sad
90,6S7kSzXe4dtiQSqqmkM0dD,spotify:track:6S7kSzXe4dtiQSqqmkM0dD,It's All Okay,Julia Stone,234013,False,3,2012-05-29,34,0.698,0.465,10,-12.55,0.0628,0.573,0.0855,0.098,0.31,0,112.967,"[00:25.97]The story is different now,
[00:28.20]the records are playing in the living room
[00:34.32]And you might say you're wounded,
[00:36.59]and I might say I'm hurt
[00:38.41]But we knew the difference then between
[00:40.65]the fire and the earth
[00:42.72]And we may say we're broken,
[00:44.85]we may say we're weak,
[00:46.95]But we knew before we started,
[00:48.93]oh the secrets we would keep
[00:51.20]
[00:51.70]And it's all okay,
[00:53.30]cause love will find a way to be what love is
[00:59.72]And it's all okay,
[01:01.68]cause love will find a way to be what love is
[01:05.41]
[01:08.61]I'll move to the country,
[01:10.72]and live inside the deepest, darkest wood
[01:16.80]And I'll write you a letter
[01:19.02]and tell you all the things I should say to your face
[01:25.05]And I won't send it to you,
[01:28.32]I'll send it to your mother's place
[01:33.04]And she won't give it to you,
[01:36.34]that's how brave I'll grow here in my cave
[01:41.03]
[01:41.75]And it's all okay,
[01:44.43]cause love will find a way to be what love is
[01:50.56]And it's all okay,
[01:52.92]cause love will find a way to be what love is
[01:57.10]
[02:33.42]And you'll move to the city, marry a pretty girl
[02:41.86]And she will make you smile all the while you'll be looking for
[02:46.08]what you left behind
[02:49.56]And she will bring you children
[02:52.60]and oh how you will love them with that heart of yours
[02:58.15]I won't visit you, I'll know by then the kinder thing to do
[03:06.10]
[03:06.81]Oh it's all okay,
[03:09.23]cause love will find a way to be what love is
[03:15.44]And it's all okay,
[03:17.86]cause love will find a way to be what love is
[03:23.51]And it's all okay,
[03:26.08]cause love will find a way to be what love is
[03:32.14]And it's all okay,
[03:34.71]cause love will find a way to be what love is
[03:38.87]
[03:41.30]The story is different now,
[03:43.75]the records are playing in the living room
[03:49.53]
",sad
66,6390Zm2TZwOpw0U0EdxdEV,spotify:track:6390Zm2TZwOpw0U0EdxdEV,Let It Rain,Olivia Ong,269626,False,3,2011-07-22,22,0.519,0.208,2,-11.091,0.0319,0.876,0.00119,0.115,0.234,1,125.165,"[00:22.94]Oh the sky`s grey
[00:24.42]On this workday
[00:25.97]You`re just playing along
[00:28.79]Just to see the day through
[00:31.65]You`re lonely and blue
[00:34.89]Writings on the window
[00:37.38]There`s a deep longing sigh
[00:40.31]You`re far off in thoughts
[00:43.13]You heart`s grown all cold
[00:55.61]
[00:57.61]Let it rain， rain
[01:03.77]It`s the perfect weather for contemplating
[01:08.44]Let it rain， rain
[01:14.88]For after such a weather
[01:17.78]Sunshine will come
[01:21.37]
[01:22.59]The rainbows
[01:23.84]And the laughter
[01:25.05]And the serious smile
[01:27.79]It`s teasing you pal
[01:30.75]Like it`s coming to get you
[01:33.80]
[01:34.30]Oh they wish for you
[01:36.10]To be happy again
[01:39.23]But you`re locked up inside
[01:42.15]You`re missing your cue
[01:46.19]Feeling weary
[01:47.98]Stop running away
[01:50.77]You`re finding it hard to breathe
[01:55.82]
[01:56.48]Let it rain， rain
[02:02.87]It`s the perfect weather for contemplating
[02:07.63]Let it rain， rain
[02:13.80]For after such a weather
[02:17.23]Sunshine will come
[02:23.74]
[02:50.69]Let it rain， rain
[02:57.50]It`s the perfect weather for contemplating
[03:02.63]Let it rain， rain
[03:08.59]For after such a weather
[03:12.28]Sunshine will come
[03:14.42]For after such a weather
[03:17.67]Sunshine will come
",relaxed
29,264ph2nD91hAaVZvD0CG5j,spotify:track:264ph2nD91hAaVZvD0CG5j,Do What They Say,Korn,257092,False,7,2007-07-31,32,0.557,0.766,0,-6.632,0.0427,0.0105,0.0344,0.132,0.336,1,121.943,"[00:18.00]Walk away when you're angry
[00:26.37]Brace yourself, there's nothing to gain
[00:33.75]Old enough to know the outcome
[00:41.62]More blood, it's always the same
[00:48.00]Aren't we cool and aren't we calm
[00:51.14]For facing death we run head-on
[00:54.32]Aren't we cool and aren't we calm
[00:57.01]For god we've suffered for so long
[01:01.58]Aren't we cool and aren't we calm
[01:04.08]For facing death we run head-on
[01:08.89]Do what they say
[01:14.45]Or they take it away
[01:20.58]I'd rather be dead then carry on
[01:35.65]
[01:47.46](wait) Bite your lip, don't be cursing
[01:54.58](we must) We musn't take God's name in vain
[02:02.64](in vain) Blunt your knife, pull the curtain
[02:10.58](impulse) Impulses you must refrain
[02:18.27]Aren't we cool and aren't we calm
[02:21.08]For facing death we run head-on
[02:24.14]Aren't we cool and aren't we calm
[02:27.08]For god we've suffered for so long
[02:31.22]Aren't we cool and aren't we calm
[02:33.97]For facing death we run head-on
[02:38.79]Do what they say
[02:44.35]Or they take it away
[02:50.54]I'd rather be dead then carry on
[03:02.47]Somebody carry on with this burden
[03:14.29]I can't remember anything
[03:20.16]I can't be certain
[03:32.04]
[03:46.88]Aren't we cool and aren't we calm
[03:49.57]For facing death we run head-on
[03:54.13]Do what they say
[03:59.57]Or they take it away
[04:05.88]I'd rather be dead then carry on
",angry
37,1OdkGwkblQiitomcUOVP4Y,spotify:track:1OdkGwkblQiitomcUOVP4Y,Disguise,Lene Marlin,229720,False,9,2003-09-22,26,0.476,0.76,3,-7.276,0.0299,0.0194,0.000278,0.169,0.487,1,169.945,"[00:13.38]Have you ever felt some kind of emptiness inside
[00:19.29]You will never measure up, to those people you
[00:25.26]Must be strong, can't show them that you're weak
[00:30.53]
[00:35.46]Have you ever told someone something
[00:38.89]That's far from the truth
[00:41.74]Let them know that you're okay
[00:44.45]Just to make them stop
[00:47.78]All the wondering, and questions they may have
[00:53.40]
[00:56.14]I'm okay, I really am now
[01:01.73]Just needed some time, to figure things out
[01:07.36]Not telling lies, I'll be honest with you
[01:12.74]Still we don't know what's yet to come
[01:18.35]
[01:20.91]Have you ever seen your face,
[01:23.85]In a mirror there's a smile
[01:26.64]But inside you're just a mess,
[01:29.19]You feel far from good
[01:32.71]Need to hide, 'cos they'd never understand
[01:39.30]
[01:41.05]Have you ever had this wish, of being
[01:44.87]Somewhere else
[01:46.87]To let go of your disguise, all your worries too
[01:52.79]And from that moment, then you see things clear
[01:58.70]
[02:01.30]I'm okay, I really am now
[02:06.69]Just needed some time, to figure things out
[02:12.41]Not telling lies, I'll be honest with you
[02:17.94]Still we don't know what's yet to come
[02:23.47]
[02:26.30]Are you waiting for the day
[02:29.11]When your pain will disappear
[02:31.79]When you know that it's not true
[02:34.61]What they say about you
[02:37.38]You could not careless about the things
[02:40.40]Surrounding you
[02:42.08]Ignoring all the voices from the walls
[02:46.66]
[02:49.04]I'm okay, I really am now
[02:54.61]Just needed some time, to figure things out
[03:00.19]Not telling lies, I'll be honest with you
[03:05.81]Still we don't know what's yet to come
[03:11.00]
[03:12.19]I'm okay, I really am now
[03:17.02]Just needed some time, to figure things out
[03:22.85]Not telling lies, I'll be honest with you
[03:28.23]Still we don't know what's yet to come
[03:33.59]Still we don't know what's yet to come
[03:39.12]Still we don't know what's yet to come
[03:44.94]
",sad
75,1EYTOP6cIzADbgxCFG87ML,spotify:track:1EYTOP6cIzADbgxCFG87ML,Lunchbox,Marilyn Manson,272800,True,3,1994-01-01,47,0.452,0.952,9,-6.499,0.218,0.00442,0.121,0.302,0.305,1,168.065,"[00:40.55]The big bully try to stick his finger in my chest
[00:43.25]Try to tell me, tell me he's the best
[00:46.08]But i don't really give a good goddamn cause
[00:49.04]I got my lunchbox and i'm armed real well
[00:51.78]I got my lunchbox and i'm armed real well
[00:54.49]I got my lunchbox and i'm armed real well
[01:03.27]I wanna grow up
[01:06.41]I wanna be a big rock and roll star
[01:14.67]I wanna grow up
[01:17.33]I wanna be
[01:20.60]So no one fucks with me
[01:37.69]I got the pencils in my pocket, try to put me down
[01:39.96]Wanna go out, gotta get out
[01:42.66]To the playground, gonna throw down at the playground
[01:45.55]I wanna go out
[01:48.87]Next motherfucker gonna get my metal
[01:51.73]Next motherfucker gonna get my metal
[01:54.35]Next motherfucker gonna get my metal
[01:57.26]Next motherfucker gonna get my metal
[01:59.58]Pow pow pow, pow pow pow, pow pow pow, pow pow pow
[02:14.40]I wanna grow up
[02:17.53]I wanna be a big rock and roll star
[02:25.82]I wanna grow up
[02:28.71]I wanna be
[02:31.62]So no one fucks with me
[03:17.18]I wanna grow up
[03:20.39]I wanna be a big rock and roll star
[03:28.55]I wanna grow up
[03:31.49]I wanna be
[03:34.58]So no one fucks with me
[03:40.08]I wanna grow up
[03:42.98]I wanna be a big rock and roll star
[03:51.43]I wanna grow up
[03:54.35]I wanna be
[03:57.20]So no one fucks with me
",angry
94,0laYHRpNTS6i8FXdupHkJ4,spotify:track:0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,Selena Gomez & The Scene,188453,False,1,2011-01-01,80,0.858,0.678,1,-3.87,0.0469,0.0761,0.0,0.0741,0.922,0,117.009,"[00:04.09]It's been said and done
[00:06.04]Every beautiful thought's been already sung
[00:10.05]And I guess right now here's another one
[00:14.18]So your melody will play on and on,
[00:18.26]with best we own
[00:20.23]You are beautiful,
[00:22.74] like a dream come alive, incredible
[00:26.47]A center full of miracle, lyrical
[00:30.68]You've saved my life again
[00:34.56]And I want you to know baby
[00:37.74]
[00:38.03]I, I love you like a love song, baby
[00:41.78]I, I love you like a love song, baby
[00:45.91]I, I love you like a love song, baby
[00:49.88]
[00:50.07]And I keep it in re-pe-pe-peat
[00:53.92]
[00:54.26]I, I love you like a love song, baby
[00:58.26]I, I love you like a love song, baby
[01:02.33]I, I love you like a love song, baby
[01:06.32]
[01:06.58]And I keep it in re-pe-pe-peat
[01:09.82]
[01:10.14]Cursing me, boy you played
[01:14.11]through my mind like a symphony
[01:16.30]There's no way to describe what you do to me
[01:19.82]You just do to me, what you do
[01:23.83]And it feels like I've been rescued
[01:27.94]I've been set free
[01:30.12]I am hyptonized by your destiny
[01:34.20]You are magical, lyrical, beautiful
[01:38.38]You are...I want you to know baby
[01:43.56]
[01:43.89]I, I love you like a love song, baby
[01:48.49]I, I love you like a love song, baby
[01:51.40]I, I love you like a love song, baby
[01:55.37]
[01:55.59]And I keep it in re-pe-pe-peat
[01:59.78]
[01:59.93]I, I love you like a love song, baby
[02:03.77]I, I love you like a love song, baby
[02:08.08]I, I love you like a love song, baby
[02:11.97]
[02:12.20]And I keep it in re-pe-pe-peat
[02:15.81]
[02:16.68]No one can pause
[02:18.79]You stand alone, to every record I own
[02:23.86]Music to my hear that's what you are
[02:29.80]A song that goes on and on
[02:32.43]
[02:32.75]I, I love you like a love song, baby
[02:36.66]I, I love you like a love song, baby
[02:40.70]I, I love you like a love song, baby
[02:44.56]
[02:45.05]And I keep it in re-pe-pe-peat
[02:48.95]
[02:49.17]I, I love you like a love song, baby
[02:52.97]I, I love you like a love song, baby
[02:57.07]I, I love you like a love song, baby
[03:01.23]
[03:02.33]I love you...like a love song...
[03:05.25]
[03:06.05]-End-
[03:07.60]
",happy
5,0Tzzq5hXNn62bxxRbcA8X5,spotify:track:0Tzzq5hXNn62bxxRbcA8X5,Lonely Girls,Lucinda Williams,242333,False,1,2001-01-01,26,0.523,0.436,10,-11.63,0.0258,0.735,0.0102,0.128,0.471,1,91.673,"[00:23.95]Lonely girls, lonely girls
[00:31.75]
[00:34.25]Lonely girls, lonely girls
[00:42.00]
[00:44.81]Heavy blankets, heavy blankets, heavy blankets
[00:57.97]Cover lonely girls
[01:01.22]
[01:05.90]Sweet sad songs, sweet sad songs, sweet sad songs,
[01:19.13]Sung by lonely girls
[01:21.71]
[01:27.07]lonely girls lonly girls lonely girls
[01:40.49]
[01:42.65]lonely girls Pretty hairdos, pretty hairdos, pretty hairdos
[02:01.77]Worn by lonely girls
[02:04.21]
[02:08.90]Sparkly rhinestones, sparkly rhinestones, sparkly rhinestones
[02:22.83]Shine on lonely girls
[02:25.64]
[02:30.62]lonely girls lonely girls lonely girls lonely girls
[02:49.01]
[02:50.82]I oughta know, I oughta know, I oughta know
[03:04.22]about lonely girls
[03:07.65]
[03:12.00]lonely girls lonely girls lonely girls lonely girls",sad
38,1E6ye0AwhWcYORf3eSwIzp,spotify:track:1E6ye0AwhWcYORf3eSwIzp,Otherside,Viva Brother,220266,False,7,2011-01-01,1,0.384,0.808,2,-3.723,0.0454,0.0496,9.02e-05,0.0781,0.528,1,202.113,"[00:12.34]I left my head at the end
[00:14.09]Of the phone last night
[00:15.96]I left my head by the side
[00:21.22]Of your bedside light
[00:22.60]I can't sleep
[00:27.15]Cos I'm cutting my teeth on you
[00:30.34]Cos I'm thinking about
[00:34.53]Cos I've got a job
[00:39.98]But I don't work
[00:42.23]No, I don't work
[00:44.79]And I've got a car
[00:49.94]But I don't drive
[00:51.75]So I'll see you on the other side
[00:55.74]I make my bed on the floor
[01:08.78]Where I stood last night
[01:10.40]I make my bed in the glow
[01:15.92]Of the morning light
[01:17.72]I can't sleep
[01:21.73]Cos I'm cutting my teeth on you
[01:24.98]Cos I'm thinking about
[01:29.54]Cos I've got a job
[01:34.67]But I don't work
[01:36.98]No, I don't work
[01:38.54]And I've got a car
[01:44.73]But I don't drive
[01:46.48]So I'll see you on the other side
[01:51.30]I want, you want him dead
[02:03.31]She said, nothing at all
[02:05.55]I want, you want him dead
[02:12.49]She said, nothing at all
[02:15.24]I want, you want him dead
[02:22.06]She said, nothing at all
[02:24.80]Nothing at all
[02:27.06]Yeah! Yeah! Yeah!
[02:28.62]Cos I've got a job
[02:55.69]But I don't work
[02:57.69]No, I don't work
[03:00.31]And I've got a car
[03:05.32]But I don't drive
[03:07.25]So I'll see you on the other side
[03:11.75]So I'll see you on the other side
[03:16.94]Yeah I'll see you on the other side
[03:21.69]Yeah I'll see you on the other side
",happy
7,2GryLec2PG5oj1vlihxJqx,spotify:track:2GryLec2PG5oj1vlihxJqx,Awaken,Disturbed,269200,False,3,2002-09-16,47,0.656,0.978,8,-4.143,0.0736,0.000943,0.000153,0.229,0.668,0,99.051,"[00:19.43]Stripped of life, alone
[00:22.46]In the midst of something that I
[00:24.47]Want to play with your evil inside
[00:29.35]Wanting, letting go
[00:32.03]Of what never could be again
[00:34.17]Lost and alone
[00:36.22]Imprisoned now inside your mind
[00:39.89]With the way you tried to destroy me again
[00:44.66]You were waiting and living for no one
[00:49.55]With the way you tried
[00:51.93]To completely refuse all your life
[00:55.89]Feed on your nothing
[00:56.88]You'll never live up to me
[00:58.30]
[00:59.26]Awaken you
[01:02.21]With a little evil inside
[01:05.56]Feed on your nothing
[01:06.44]You'll never live up to me
[01:08.88]I've stricken you
[01:11.91]I don't want to live with the lie
[01:15.16]Feed on your nothing
[01:16.04]And you'll never live up to me
[01:19.59]
[01:21.06]Awaken you, you know
[01:26.16]Can't live up to me
[01:30.55]I've stricken you
[01:34.76]Feed on your nothing
[01:35.68]And you'll never live up to me
[01:39.16]
[01:46.20]Stripped of life, alone
[01:49.30]In the midst of something that I
[01:51.22]Want to play with your evil inside
[01:56.11]Wanting, letting go
[01:58.90]Of what never could be again
[02:00.90]Lost and alone
[02:03.13]Imprisoned now inside your mind
[02:06.73]With the way you tried to destroy me again
[02:11.50]You were waiting and living for no one
[02:16.34]With the way you tried
[02:18.71]To completely refuse all your life
[02:22.69]Feed on your nothing
[02:23.62]You'll never live up to me
[02:25.24]
[02:26.04]Awaken you
[02:29.02]With a little evil inside
[02:32.28]Feed on your nothing
[02:33.32]You'll never live up to me
[02:35.64]I've stricken you
[02:38.66]I don't want to live with the lie
[02:41.95]Feed on your nothing
[02:42.86]And you'll never live up to me
[02:46.46]
[02:47.80]Awaken you, you know
[02:52.83]Can't live up to me
[02:57.34]I've stricken you
[03:02.66]Can't live up to me
[03:06.52]
[03:09.52]There isn't a thing that I can do
[03:14.52]Watching this whole thing just wash away
[03:19.31]Making me long
[03:24.20]There isn't a thing that I can do
[03:28.99]Watching this whole thing just wash away
[03:33.84]Making me long
[03:38.59]Making you strong
[03:44.10]
[03:45.62]Awaken you
[03:48.59]With a little evil inside
[03:51.89]Feed on your nothing
[03:53.08]You'll never live up to me
[03:55.31]I've stricken you
[03:58.22]I don't want to live with the lie
[04:01.50]Feed on your nothing
[04:02.45]And you'll never live up to me
[04:06.08]
[04:11.60]Ooh, Can't live up to me
[04:16.20]
[04:21.24]Feed on your nothing
[04:22.17]You'll never live up to me
[04:25.33]
",angry
23,79I6CgoOGfGiRFJtXYWZde,spotify:track:79I6CgoOGfGiRFJtXYWZde,Going Home,Sophie Zelmani,249333,False,3,2002-01-02,41,0.574,0.581,10,-13.112,0.0325,0.349,0.855,0.16,0.767,1,78.462,"[00:37.60]Not very often have we met
[00:43.94]But the music's been too bad
[00:49.92]Can only sense happiness
[00:56.68]if the music is sad
[01:00.34]
[01:01.29]So, I'm going home
[01:07.30]I must hurry home
[01:12.88]Where a life goes on
[01:17.05]
[01:21.14]We're too old to make a mess
[01:27.16]Dreams will keep me young
[01:33.78]Old enough to stress
[01:39.36]Only mirrors tell the time
[01:42.76]
[01:43.30]So, I'm going home
[01:49.41]I must hurry home
[01:55.54]So will my life go on
[02:01.06]
[02:07.95]Yes, I'm going home
[02:13.93]Going home alone
[02:20.27]And your life goes on
[02:25.59]
[02:53.49]So, I'm going home
[02:59.69]I must hurry home
[03:05.83]So will my life go on
[03:09.79]
[03:17.90]Yes, I'm going home
[03:24.20]Going home alone
[03:30.30]And your life goes on
[03:40.66]
",relaxed
55,6KlY815IWaXxkJn11qkhGl,spotify:track:6KlY815IWaXxkJn11qkhGl,Hurt,Adelitas Way,236573,False,11,2011-01-01,27,0.449,0.806,1,-5.7,0.044,0.00548,1.36e-06,0.0944,0.351,0,140.014,"[00:29.66]I know I've seen some bad days
[00:33.24]But I never thought it got that bad
[00:36.76]It's only love that's been changed
[00:39.95]But I never thought you'd light the match
[00:43.06]I need you every time that I'm alone
[00:49.94]I feel you please don't go
[00:54.70]
[00:55.23]And I know you lied to hurt me
[00:59.43]Say that I'm not worthy
[01:03.19]I pop another pill and I take another hit
[01:07.28]So let's do it again
[01:09.69]And I know you lied to hurt me
[01:13.20]Say that I'm not worthy
[01:17.07]I pop another pill and I take another hit
[01:21.09]And let's do it again
[01:23.68]
[01:37.81]And now we go our separate ways
[01:41.75]In a story that seems so sad
[01:45.24]Am I distant memory
[01:48.55]Like a stranger you never even met
[01:51.68]I need you every time that I'm alone
[01:58.55]I feel you please don't go
[02:03.27]
[02:03.77]And I know you lied to hurt me
[02:07.90]Say that I'm not worthy
[02:11.97]I pop another pill and I take another hit
[02:15.88]So let's do it again
[02:18.18]And I know you lied to hurt me
[02:21.80]Say that I'm not worthy
[02:25.73]I pop another pill and I take another hit
[02:29.70]And let's do it again
[02:32.34]
[02:44.72]And I know you lied to hurt me
[02:49.23]Say that I'm not worthy
[02:53.40]I pop another pill and I take another hit
[02:57.11]So let's do it again
[02:59.43]And I know you lied to hurt me
[03:02.90]Say that I'm not worthy
[03:06.78]I pop another pill and I take another hit
[03:10.86]So let's do it again
[03:13.00]
[03:13.55]I know you lied to hurt me
[03:16.74]I know you lied to hurt me
[03:20.71]I pop another pill I take another hit
[03:24.55]So let's do it again
[03:27.46]
",angry
