,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics,sentiment
898,0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,77,2016-03-25,0.584,0.7,11,-4.275,1,0.117,0.0,0.0939,0.438,124.944,202747,4,"PILLOWTALK Lyrics[Verse 1]
Climb on board
We'll go slow and high tempo
Light and dark
Hold me hard and mellow

[Pre-Chorus]
I'm seeing the pain, seeing the pleasure
Nobody but you, 'body but me
'Body but us, bodies together
I love to hold you close, tonight and always
I love to wake up next to you
I love to hold you close, tonight and always
I love to wake up next to you
[Chorus]
So we'll piss off the neighbours
In the place that feels the tears
The place to lose your fears
Yeah, reckless behavior
A place that is so pure, so dirty and raw
In the bed all day, bed all day, bed all day
Fucking and fighting on
It's our paradise and it's our war zone
It's our paradise and it's our war zone

[Verse 2]
Pillow talk
My enemy, my ally
Prisoners
Then we're free, it's a thin line

[Pre-Chorus]
I'm seeing the pain, seeing the pleasure
Nobody but you, 'body but me
'Body but us, bodies together
I love to hold you close, tonight and always
I love to wake up next to you

[Chorus]
So we'll piss off the neighbours
In the place that feels the tears
The place to lose your fears
Yeah, reckless behavior
A place that is so pure, so dirty and raw
In the bed all day, bed all day, bed all day
Fucking and fighting on
It's our paradise and it's our war zone
It's our paradise and it's our war zone
You might also like[Bridge]
Paradise, paradise, paradise, paradise
War zone, war zone, war zone, war zone
Paradise, paradise, paradise, paradise
War zone, war zone, war zone, war zone

[Chorus]
So we'll piss off the neighbours
In the place that feels the tears
The place to lose your fears
Yeah, reckless behavior
A place that is so pure, so dirty and raw
In the bed all day, bed all day, bed all day
Fucking and fighting on
It's our paradise and it's our war zone
It's our paradise and it's our war zone121Embed",happy
899,4fkM7M4Uo5AUASnnsRC7EZ,Not Your Barbie Girl,Ava Max,67,2018-08-13,0.745,0.642,6,-4.138,0,0.103,0.0,0.0335,0.35,120.063,186520,4,"Not Your Barbie Girl Lyrics[Chorus]
Not your barbie girl, I'm livin' in my own world
I ain't plastic, call me classic
You can't touch me there, you can't touch my body
Unless I say so, ain't your barbie, no

[Verse 1]
Pull up to that dream house, god gate heels down
How much do you like this?
Welcome to my bedroom, hallway go down
Say he's got permission
[Pre-Chorus]
I can take myself on a dinner date
Buy myself diamonds and a champagne
Order five courses, then chocolate cake, uh-huh
Actin' like I care when I want a man (I want a man)
Actin' like I care but I don't, and? (but I don't care)
I do my own thing, yeah watch me dance, uh-huh

[Chorus]
Not your barbie girl, I'm livin' in my own world
I ain't plastic, call me classic
You can't touch me there, you can't touch my body
Unless I say so, ain't your barbie, no

[Verse 2]
I'm my own boss, I'm remindin' you of it
Somethin' that you just can't get
Words don't tempt me, tryin' to break me
In these heels I ain't tryin' to trip, no

[Pre-Chorus]
I can take myself on a dinner date
Buy myself diamonds and a champagne
Order five courses, then chocolate cake, uh-huh
Actin' like I care when I want a man (I want a man)
Actin' like I care but I don't, and? (but I don't care)
I do my own thing, yeah watch me dance, uh-huh
You might also like[Chorus]
Not your barbie girl, I'm livin' in my own world
I ain't plastic, call me classic
You can't touch me there, you can't touch my body
Unless I say so, ain't your barbie, no

[Bridge]
Did you forget I'm real?
Oh, I'm breathing, touch me, feel
Oh, say I'm your toy to play with, wanna put me in a box
You ain't gonna talk to me like that, you better stop

[Chorus]
Not your barbie girl, I'm livin' in my own world
I ain't plastic, call me classic
You can't touch me there, you can't touch my body
Unless I say so, ain't your barbie, no

[Outro]
Ain't your barbie, no
Ain't your barbie, no11Embed",relaxed
900,5mkoR8mVrEwpDQc9y54sM2,Sea Shanty Medley,Home Free,67,2021-03-19,0.561,0.692,4,-5.71,1,0.253,0.0,0.125,0.898,140.554,234362,4,"Sea Shanty Medley LyricsThere once was a ship that put to sea
And the name of the ship was the Billy o' Tea
The winds blew hard, her bow dipped down
Blow, my bully boys, blow (Huh)

Soon may the Wellerman come
To bring us sugar and tea and rum
One day, when the tonguin' is done
We'll take our leave and go

She'd not been two weeks from shore
When down on her, a right whale bore
The captain called all hands and swore
He'd take that whale in tow (Huh)
Soon may the Wellerman come
To bring us sugar and tea and rum
One day, when the tonguin' is done
We'll take our leave and go

Da-da, da-da-da-da
Da-da-da-da, da-da-da-da-da
Da-da, da-da-da-da
Da-da-da-da-da

What will we do with a drunken sailor?
What will we do with a drunken sailor?
What will we do with a drunken sailor?
Early in the morning

Put him in the brig until he's sober
Put him in the brig until he's sober
Put him in the brig until he's sober
Early in the morning

Way hay and up she rises
Way hay and up she rises
Way hay and up she rises
Early in the morning

Oh, the wind was foul and the sea ran high
""Leave her, Johnny, leave her""
She shipped it green and none went by
And it's time for us to leave her (Hey)
You might also likeLeave her, Johnny, leave her
Oh, leave her, Johnny, leave her
For the voyage is long and the winds don't blow
And it's time for us to leave her (Hey)

Cape Cod ships ain't got no sails
Haul away, haul away (Ho, hey)
They'd all blown off in the Northeast gales
And we're bound away for Australia

So heave her up my bully, bully boys
Haul away, haul away (Hey)
Heave her up and don't you make a noise
And we're bound away for Australia (Hey)

Santiana gained a day
Away Santiana
Now, pull the yan up the west, they say
Along the plains of Mexico

Well, heave 'er up and away we'll go
Away Santiana
Heave 'er up and away we'll go
Along the plains of Mexico (Hey)

She's a fast clipper ship and a bully good crew
Away Santiana
And an old salty yank for a captain too
Along the plains of Mexico
Well, heave 'er up and away we'll go
Away Santiana
Heave 'er up and away we'll go
Along the plains of Mexico (Hey)

Santiana fought for gold
Away Santiana
Around Cape Horn through the ice and snow
Along the plains of Mexico

Well, heave 'er up and away we'll go
Away Santiana (Ho, hey)
Heave 'er up and away we'll go
Along the plains of Mexico

So leave her, Johnny, off we'll go
The drunken sailor Wellerman whaler
Bound away for MexicoEmbed",relaxed
901,0HMjXBAZmSYOTTi33WpMso,History,One Direction,73,2015-11-13,0.655,0.699,11,-4.421,1,0.0352,0.0,0.064,0.802,86.704,187427,4,"History Lyrics[Verse 1: Harry]
You gotta help me
I'm losing my mind
Keep getting the feelin'
You wanna leave this all behind

[Refrain: Harry]
Thought we were going strong
I thought we were holdin' on
Aren't we?
[Verse 2: Niall]
No, they don't teach ya
This in school
Now my heart's breakin'
And I don't know what to do

[Refrain: Niall]
Thought we were going strong
I thought we were holdin' on
Aren't we?

[Chorus: All, Liam]
You and me got a whole lot of history (Oh)
We could be the greatest team
That the world has ever seen
You and me got a whole lot of history (Oh)
So don't let it go, we can make some more
We can live forever

[Verse 3: Liam]
All of the rumours
All of the fights
But we always find a way
To make it out alive

[Refrain: Liam]
Thought we were going strong
Thought we were holdin' on
Aren't we?
You might also like[Chorus: All, Liam]
You and me got a whole lot of history (Oh)
We could be the greatest team
That the world has ever seen
You and me got a whole lot of history (Oh)
So don't let it go, we can make some more
We can live forever

[Bridge: Louis]
Minibars, expensive cars
Hotel rooms and new tattoos
The good champagne and private planes
But they don't mean anything
'Cause the truth is out, I realise
That without you here, life is just a lie
This is not the end, this is not the end
We can make it, you know it, you know

[Chorus: All, Liam]
You and me got a whole lot of history (Oh)
We could be the greatest team
That the world has ever seen
You and me got a whole lot of history (Oh)
So don't let it go, we can make some more
We can live forever
You and me got a whole lot of history (Oh)
We could be the greatest team
That the world has ever seen
You and me got a whole lot of history (Oh)
So don't let it go, we can make some more
We can live forever
[Outro: Harry, All, Liam]
So don't let me go, so don't let me go
We can live forever
Baby, don't you know? Baby, don't you know?
We can live forever52Embed",happy
902,5H92IwQV1tExrJPDXLyt9B,I Just Want to Be the One You Love,Cryst,64,2019-11-27,0.787,0.231,4,-17.493,1,0.844,0.00133,0.364,0.551,85.008,121051,4,"I Just Want To Be The One You Love Lyrics[Intro]
I have but one desire
And that-that one is you
No other will do

[Chorus]
I've lost all ambition for wordly acclaim
I just want to be the one you love
I've lost all ambition for worldly acclaim (accla)
I just want to be the one you love
Lost all ambition (bition) worldly acclaim
I just want to be the one you love
I've lost all ambition for worldly acclaim
I just want to be the one you love

I've lost all ambition for worldly acclaim
I just want to be the one you love, love
Lost all ambition for worldly acclaim
I just want (just) be the one you love

I've lost all ambition for worldly acclaim
I just want to be the one you love, love

[Outro]
Want
Want
WantYou might also like2Embed",sad
903,3WKBNbYx32xlJQ0puFCnAJ,Too Good To Be True,Rhys,52,2017-09-22,0.669,0.656,0,-7.1,1,0.0991,0.0,0.268,0.592,102.062,201173,4,"Too Good to Be True Lyrics[Intro]
I want the light without the darkness
I want the sun without the rain
I'm beginning to believe it's possible
To have someone like you without the pain

[Verse 1]
When I wake up tomorrow, will you still be here?
I promise I'll never ever ask for more
But when it comes to sweetness, baby, I'm insatiable
I'm like a kid in a candy store
[Pre-Chorus]
You know what they say, you know what they say
You know what they say, can't have it all your way
When it's too good, too good, too good to be true
You know what they say, you know what they say
You know what they say, can't have it all your way
It's usually too good, too good, too good to be true

[Chorus]
But not tonight
I want the light without the darkness (not tonight)
I want the sun without the rain (not tonight)
I'm beginning to believe it's possible
To have someone like you without the pain

[Verse 2]
Baby, I just want you to be reckless
So come on, flick the switch on common sense
'Cause I wanna feel the fire, baby, make it burn
I promise there won't be no consequence

[Pre-Chorus]
You know what they say, you know what they say
You know what they say, can't have it all your way
When it's too good, too good, too good to be true
You know what they say, you know what they say
You know what they say, can't have it all your way
It's usually too good, too good, too good to be true
You might also like[Chorus]
But not tonight
I want the light without the darkness (not tonight)
I want the sun without the rain (not tonight)
I'm beginning to believe it's possible
To have someone like you without the pain

[Bridge]
Baby, I just want you to be reckless, ooh
Baby, I just want you to be reckless, ooh
You know what they say, you know what they say
You know what they say, can't have it all your way
When it's too good, too good, too good to be true

[Chorus]
But not tonight
I want the light without the darkness (not tonight)
I want the sun without the rain (not tonight)
I'm beginning to believe it's possible
To have someone like you without the pain

[Outro]
But not tonight
I want the light without the darkness
(I want the sun without the rain)
I want the sun without the rain
(I'm beginning to believe it's possible)
I'm beginning to believe it's possible
To have someone like you without the pain1Embed",happy
904,7bxcHHBpto3NgHAMeGCKFH,When You Love Someone,Saibh Skelly,45,2022-03-25,0.715,0.301,0,-10.908,1,0.816,1.43e-06,0.107,0.635,125.856,225187,4,"When You Love Someone Lyrics[Verse 1]
Come home early after class
Don't be hanging 'round the back of the schoolyard
I've been called up by your teacher
She said she can't even reach you 'cause you're so far
You've been talking with your fists
We didn't raise you up like this, now did we?
There've been changes in this house
Things you don't know about in this family

[Pre-Chorus]
It don't make sense, but nevertheless
You gotta believe us, it's all for the best
It don't make sense
The way things go
Son, you should know
[Chorus]
Sometimes moms and dads fall out of love
Sometimes two homes are better than one
Some things you can't tell your sister 'cause she's still too young
Yeah, you'll understand
When you love someone

[Verse 2]
There ain't no one here to blame
And nothing's going to change with your old friends
Your room will stay the same
'Cause you'll only be away on the weekends

[Pre-Chorus]
It don't make sense but nevertheless
You gotta believe us, it's all for the best
It don't make sense
It don't add up
We'll always love you no matter what

[Chorus]
Sometimes moms and dads fall out of love
Sometimes two homes are better than one
Some things you can't tell your sister 'cause she's still too young
Yeah, you'll understand
When you love someone
When you love someone
You might also like[Bridge]
Come home early after class
Don't be hanging 'round the back of the schoolyard
And if we're crying on the couch
Don't let it freak you out
It's just been so hard

[Chorus]
Sometimes moms and dads fall out of love
Sometimes the best intentions just ain't enough
Some things you can't tell your sister 'cause she's still too young
Yeah, you'll understand
When you love someone
When you love someone
When you love someone
When you love someoneEmbed",sad
905,3TRFq09DUgYj1mug6RRqJW,Lot to Learn,Luke Christopher,59,2015-09-11,0.405,0.846,6,-3.57,1,0.0948,0.0,0.0666,0.602,82.232,248337,4,"Lot to Learn Lyrics[Chorus]
If I was the question, would you be my answer?
If I was the music, would you be the dancer?
If I was the student, would you be the teacher?
If I was the sinner, would you be the preacher?
Would you be my (What?) (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it

[Verse 1]
Feeling like a digit in a system, just another stupid number
I don't know, know, know
Everything is twisted I can feel it
It's another stupid summer where it's cold, cold, cold
And we can do it on our own
Head up to a place where baby no one goes
A rocket full of liquor and a Polaroid for pictures
Baby, you should stop me before I lose control
[Pre-Chorus]
How imperfect a person am I
Go through your purse and put on your disguise
You see the stars, but they just see the skies
And you see my scars; what do they see?

[Chorus]
If I was the question, would you be my answer?
If I was the music, would you be the dancer?
If I was the student, would you be the teacher?
If I was the sinner, would you be the preacher?
Would you be my (What?) (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it

[Bridge]
And dun-dun-dun
We still got a lot of shit to learn, just admit it
And dun-dun-dun
We still got a lot of shit to learn, don't you get it?

[Verse 2]
Got your finger on the trigger and you aiming at the mirror
Don't you shoot that ain't you, nah
'Cause on the outside you pretend but you hurting in the inner
What's the truth, what's the truth now?
You might also like[Pre-Chorus]
How imperfect a person am I
Go through your purse and put on your disguise
You see the stars, but they just see the skies
And you see my scars; what do they see?

[Chorus]
If I was the question, would you be my answer?
If I was the music, would you be the dancer?
If I was the student, would you be the teacher?
If I was the sinner, would you be the preacher?
Would you be my (What?) (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it

[Verse 3]
Yeah, cheers to the fact that you're living in, this is your world
They say they ain't feeling you, they living' in the old world
Word to my old girl, and word to me too
I only say it and I might because I need to
Feeling like I'm see-through and life is a window
I be runnin' opposite the way that the wind blow
You pick up the pieces of the things that you didn't know
So when you hear the top you better scream that you been though

[Chorus]
If I was the question, would you be my answer?
If I was the music, would you be the dancer?
If I was the student, would you be the teacher?
If I was the sinner, would you be the preacher?
Would you be my (What?) (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it
[Chorus]
If I was the question, would you be my answer?
If I was the music, would you be the dancer?
If I was the student, would you be the teacher?
If I was the sinner, would you be the preacher?
If I was the question, would you be my answer?
If I was the music, would you be the dancer?
If I was the student, would you be the teacher?
If I was the sinner, would you be the preacher?
Would you be my (What?) (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it (Dun-dun-dun)
I still got a lot of shit to learn, I'll admit it1Embed",happy
906,1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,Rixton,78,2014-01-01,0.545,0.783,5,-4.261,0,0.00489,0.0,0.132,0.551,174.084,193733,4,"Me and My Broken Heart (Rixton) LyricsLetra de ""Me and My Broken Heart"" de Rixton
BELY BASARTE COVER

[Chorus: MIchele & Bely]
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart
Yeah...
Shotgun, aimed at my heart, you got one
Tear me apart and then some
How do we call this love?
I try to run away but your eyes
Tell me to stay oh why
Why do we call this love?

[Pre-Chorus]
It seems like we've been losing control
Somebody tell me I'm not alone
When I say

[Chorus]
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart

[Verse 2]
Maybe some part of you just hates me
You pick me up and play me
How do we call this love?
One time tell me you need me tonight
To make it easy, you lie
And say it's all for love?
You might also like[Pre-Chorus]
It seems like we've been losing control
Somebody tell me I'm not alone
When I say

[Chorus]
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heart

[Bridge]
Me and my broken
Yeah, yeah, yeah
Me and my broken
Yeah, yeah, yeah
How do we call this?
It's just me
It's just me
It's just me
Me and my broken heart
[Chorus]
All I need's a little love in my life
All I need's a little love in the dark
A little but I'm hoping it might kick start
Me and my broken heart
I need a little loving tonight
Hold me so I'm not falling apart
A little but I'm hoping it might kick start
Me and my broken heartEmbed",sad
907,3OXpdrHLT4IqM76RajgM6Q,drugs,EDEN,61,2016-08-19,0.484,0.444,4,-6.935,0,0.601,0.0,0.238,0.226,144.21,338333,4,"​drugs Lyrics[Verse 1]
'Cause I had the best of the worst sides
And I had these lungs, ohh
And I had too many flashbacks
That I just let them burn

[Pre-Chorus]
'Till my chest is on fire
And my head just won't die
I guess I'm lying 'cause I wanna
I guess I'm lying 'cause I don't
'Cause I just feel so tired
Like it's move or slowly die
You say, ""You ain't you when you're like this
This ain't you and you know it""
But ain't that just the point?
[Interlude]
You don't know how to let go
Who said this must be all or nothing?
But I'm so caught below, and I'll never let you know
No, I can't tell you nothing

[Chorus]
'Cause I'm a fucking mess sometimes
But still I could always be
Whatever you wanted
But not what you needed
Especially when you been needing me
'Cause I'm a fucking mess sometimes
And I'll say what I don't mean
Just 'cause I wanted
Or maybe I need it
Swear lying's the only rush I need

[Verse 2]
'Cause all I needed was some words to say
That all these feelings don't mean shit to me
'Cause it's all just chemicals anyway, anyway, yeah
And I got way too many routes to take
To make this all just go away
And find another heart to break
So heartless with these words I say
Just saying what I'm supposed to say
'Cause I had nothing for you
I can't love when I can't even love myself
Things I would rather be thoughts at the back of my head
But I'm addicted to hurting
And I got these lungs
And I spent too many late nights
Just thinking a hole in the earth
You might also like[Pre-Chorus]
'Till the sky is on fire
And my head still won't die
I guess I'm lying 'cause I wanna
I guess I'm lying 'cause I don't
'Cause I just feel so tired
Like I need something to come alive
She said, ""You ain't you when you're like this
This ain't you, what you doing?""
And I said, ""That's the point""

[Interlude]
You don't know how to let go
Who said this must be all or nothing?
But I'm so caught below, and I'll never let you know
No, I can't tell you nothing

[Chorus]
'Cause I'm a fucking mess sometimes
But still I could always be
Whatever you wanted, but not what you needed
Especially when you been needing me
'Cause I'm a fucking mess inside
And I'll say what I don't mean
Just 'cause I want it
Or maybe I need it
Swear lying's the only rush I need
[Outro]
Yeah, yeah, yeah, oh
Yeah, oh yeah, I need it
Yeah, I need it, I need it I need it, I need it, yeah78Embed",happy
908,3Uo7WG0vmLQ07WB4BDwy7D,willow,Taylor Swift,68,2020-12-10,0.392,0.579,7,-9.195,1,0.835,0.00179,0.145,0.549,80.961,214707,4,"​willow Lyrics[Verse 1]
I'm like the water when your ship rolled in that night
Rough on the surface, but you cut through like a knife
And if it was an open-shut case
I never would've known from that look on your face
Lost in your current like a priceless wine

[Chorus]
The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
[Verse 2]
Life was a willow and it bent right to your wind
Head on the pillow, I could feel you sneakin' in
As if you were a mythical thing
Like you were a trophy or a champion ring
And there was one prize I'd cheat to win

[Chorus]
The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans, that's my man

[Bridge]
Life was a willow and it bent right to your wind
They count me out time and time again
Life was a willow and it bent right to your wind
But I come back stronger than a '90s trend

[Verse 3]
Wait for the signal, and I'll meet you after dark
Show me the places where the others gave you scars
Now this is an open-shut case
I guess I should've known from the look on your face
Every bait-and-switch was a work of art
You might also like[Chorus]
The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans, that's my man
The more that you say, the less I know
Wherever you stray, I follow
I'm begging for you to take my hand
Wreck my plans, that's my man
You know that my train could take you home
Anywhere else is hollow
I'm begging for you to take my hand
Wreck my plans, that's my man

[Outro]
Hey, that's my man
That's my man
Yeah, that's my man
Every bait-and-switch was a work of art
That's my man
Hey, that's my man
I'm begging for you to take my hand
Wreck my plans, that's my man108Embed",relaxed
909,19pChrR4hwdINqoOFUo2Hj,Keep Your Head Up Princess,Anson Seabra,65,2021-10-12,0.689,0.143,6,-17.374,1,0.97,0.0,0.109,0.528,85.398,198220,4,"Keep Your Head Up Princess Lyrics[Verse 1]
When she was younger, she would pretend
That her bedroom was a castle, she was fairest in the land
And she got older, and it all changed
There was no time for make-believe and all the magic slipped away

[Pre-Chorus]
Until the light in her eyes it was all but gone
'Cause all the dreams that she had turned out to be wrong

[Chorus]
So keep your head up, princess, 'fore your crown falls
Know these voices in your head will be your downfall
I know it gets so hard, but you don't got far to go
Yeah, keep your head up, princess, it's a long road
And the path leads right to where they won't go
I know it hurts right now, but I know you'll make it home
[Post-Chorus]
So keep your head up
Yeah, keep your head up

[Verse 2]
And now she's grown up, works at a bar
She traded makeshift gowns for serving rounds from sunrise 'til it's dark
And all her friends got someone to hold
And she's got no one else, still not prepared to make it on her own

[Pre-Chorus]
And now the light in her eyes it's now all but gone
'Cause all the dreams that she had turned out to be wrong

[Chorus]
So keep your head up, princess, 'fore your crown falls
Know these voices in your head will be your downfall
I know it gets so hard, but you don't got far to go
Yeah, keep your head up, princess, it's a long road
And the path leads right to where they won't go
I know it hurts right now, but I know you'll make it home

[Post-Chorus]
So keep your head up
Yeah, keep your head up
You might also like[Bridge]
One day you'll find your way back to the start
One day you'll live in your dreams
One day you'll wake up, and girl, you'll be a queen

[Chorus]
So keep your head up, princess, 'fore your crown falls
Know these voices in your head will be your downfall
I know it gets so hard, but you don't got far to go
Yeah, keep your head up, princess, it's a long road
And the path leads right to where they won't go
I know it hurts right now, but I know you'll make it home

[Post-Chorus]
So keep your head up
Yeah, keep your head up10Embed",sad
910,47rNYq9IUveetu35c65xTw,Power Over Me - Acoustic,Dermot Kennedy,0,2018-12-14,0.609,0.489,9,-6.001,0,0.85,0.0,0.104,0.567,115.902,200436,4,"Power Over Me (Acoustic) Lyrics[Verse 1]
Wanna be king in your story
I wanna know who you are
I want your heart to beat for me
Oh I-
Want you to sing to me softly
‘Cause then I’m outrunning the dark
That’s all that love ever taught me
Oh I-

[Pre-Chorus]
Call and I’ll rush out (Mmm)
All out of breath now (Mmm)
[Chorus]
You’ve got that power over me, my my
Everything I hold dear resides in those eyes
Got that power over me, my my
The only one I know, the only one on my mind
Got that power over me (My my)
Got that power over me (My my)
Got that power over me

[Verse 2]
(Mmm)
Remember the lake in the moonlight?
Remember you shivered and shone?
I’ll never forget what you looked like
On that night
But I know that time’s gonna take me
I know that day’s gonna come
I just want the devil to hate me
Oh I-

[Pre-Chorus]
Call and I’ll rush out (Mmm)
All out of breath now (Mmm)

[Chorus]
You’ve got that power over me, my my
Everything I hold dear resides in those eyes
Got that power over me, my my
The only one I know, the only one on my mind
Got that power over me (My my)
Got that power over me (My my)
Got that power over me
You might also like[Post-Chorus 1]
It was all in doubt
They were all around

[Bridge]
So we’ll hide away and never tell
You decide if darkness knows you well
That lesson of love, all that it was
I need you to see

[Chorus]
You’ve got that power over me, my my
Everything I hold dear resides in those eyes
Got that power over me, my my
The only one I know, the only one on my mind
You've got that power over me

[Post-Chorus 2]
I know that I let her down, no
Let her down, no

[Chorus]
You’ve got that power over me, my my
Everything I hold dear resides in those eyes
Got that power over me, my my
The only one I know, the only one on my mind
Got that power over me
(Mmm, mmm)
(Mmm, mmm)Embed",relaxed
911,0tBbt8CrmxbjRP0pueQkyU,Wolves,Marshmello,79,2017-10-25,0.724,0.804,11,-4.614,0,0.124,0.0,0.204,0.306,124.987,197993,4,"Wolves Lyrics[Verse 1]
In your eyes, there's a heavy blue
One to love, and one to lose
Sweet divine, a heavy truth
Water or wine, don't make me choose

[Pre-Chorus]
I wanna feel the way that we did that summer night, night
Drunk on a feeling, alone with the stars in the sky

[Chorus]
I've been running through the jungle
I've been running with the wolves
To get to you, to get to you
I've been down the darkest alleys
Saw the dark side of the moon
To get to you, to get to you
I've looked for love in every stranger
Took too much to ease the anger
All for you, yeah, all for you
I've been running through the jungle
I've been crying with the wolves
To get to you, to get to you, to get to you
[Drop]
To get to you
To get to you

[Verse 2]
Your fingertips trace my skin
To places I have never been
Blindly, I am following
Break down these walls and come on in

[Pre-Chorus]
I wanna feel the way that we did that summer night, night
Drunk on a feeling, alone with the stars in the sky

[Chorus]
I've been running through the jungle
I've been running with the wolves
To get to you, to get to you
I've been down the darkest alleys
Saw the dark side of the moon
To get to you, to get to you
I've looked for love in every stranger
Took too much to ease the anger
All for you, yeah, all for you
I've been running through the jungle
I've been crying with the wolves
To get to you, to get to you, to get to you
You might also like[Drop]
To get to you
To get to you

[Chorus]
I've been running through the jungle
I've been running with the wolves
To get to you, to get to you
I've been down the darkest alleys
Saw the dark side of the moon
To get to you, to get to you
I've looked for love in every stranger
Took too much to ease the anger
All for you, yeah, all for you
I've been running through the jungle
I've been crying with the wolves
To get to you, to get to you, to get to you71Embed",sad
912,5DCaAsjQRLYvvdFUzaYnAz,Don't Kill My Vibe,Sigrid,54,2019-03-08,0.544,0.759,10,-4.839,1,0.257,6.53e-05,0.35,0.303,150.032,184320,4,"Don’t Kill My Vibe Lyrics[Intro]
Think you're so important to me
Think you're so important to me, don't you?

[Verse 1]
You shut me down, you like the control
You speak to me like I'm a child
Try to hold it down, I know the answer
I can't shake it off and you feel threatened by me

[Chorus]
I tried to play it nice, but oh
Oh, ooh-ooh, don't kill my vibe
Oh, ooh-ooh, don't break my stride (Oh)
You think you're so important to me, don't you?
But I wanted you to know that you don't belong here
You think you're so important to me, don't you?
Don't kill my vibe
(Don't you)
[Verse 2]
You love to tear me down, you pick me apart
Then build me up like I depend on you
But I throw myself from heights that used to scare me
Guess you're surprised, I'm the puzzle you can't figure out

[Chorus]
I tried to play it nice, but oh
Oh, ooh-ooh, don't kill my vibe
Oh, ooh-ooh, don't break my stride
(I tried to play it nice, but oh)
You think you're so important to me, don't you?
But I wanted you to know that you don't belong here
You think you're so important to me, don't you?
Don't kill my vibe

[Bridge]
Say I'm young, I don't care, I won't quit, no, no, no, ho
Say I'm young, I don't care, I won't quit, no, no, no, ho
And oh, whoa
You're acting like you hurt me, but I'm not even listenin'
Hey, no
You're acting like you hurt me, but I'm not even listenin'
Don't kill, don't kill my vibe
You think you're so important to me, don't you?
But I wanted you to know that you don't belong here
Think you're so important to me, don't you? (Don't you?)
You might also like[Chorus]
I tried to play it nice, but oh
Oh, ooh-ooh, don't kill my vibe (Don't you)
Oh, ooh-ooh, don't break my stride (Don't you)
(I tried to play it nice, but oh)
You think you're so important to me, don't you?
But I wanted you to know that you don't belong here
You think you're so important to me, don't you?
Don't kill my vibe20Embed",angry
913,44V6EzbUSYgyfsNiP0FrlA,Visiting Hours,Ed Sheeran,71,2021-08-19,0.471,0.396,8,-6.654,1,0.77,0.0,0.0729,0.263,149.609,215507,4,"Visiting Hours Lyrics[Verse 1]
I wish that Heaven had visiting hours
So I could just show up and bring the news
That she's getting older and I wish that you'd met her
The things that she'll learn from me, I got them all from you

[Chorus]
Can I just stay a while and we'll put all the world to rights?
The little ones will grow and I'll still drink your favourite wine
And soon, they're going to close, but I'll see you another day
So much has changed since you've been away
[Verse 2]
I wish that Heaven had visiting hours
So I could just swing by and ask your advice
What would you do in my situation?
I hadn't a clue how I'd even raise them
What would you do? 'Cause you always do what's right

[Chorus]
Can we just talk a while until my worries disappear?
I'd tell you that I'm scared of turning out a failure
You'd say, ""Remember that the answer's in the love that we create""
So much has changed since you've been away

[Verse 3]
I wish that Heaven had visiting hours
And I would ask them if I could take you home
But I know what they'd say, that it's for the best
So I will live life the way you taught me
And make it on my own

[Chorus]
And I will close the door, but I will open up my heart
And everyone I love will know exactly who you are
'Cause this is not goodbye, it is just 'til we meet again
So much has changed since you've been awayYou might also like21Embed",relaxed
